Temperatura (°C),pH,Tempo (h),Glicose (g/L),Agitação (rpm),Tipo de Fermentador,Operador Responsável,Rendimento Etanol (%)
34.48,4.1,45.8,169.2,224.8,Tipo A,bruno,54.22
31.73,4.77,41.7,175.3,141.7,tipo a,bruno,49.92
29.4,4.71,37.1,115.1,258.8,tipo a,Ana,51.61
,4.63,15.0,140.1,289.6,Tipo C,ana,32.44
35.09,4.98,27.1,148.3,278.2,Tipo-B,ana,36.96
36.29,-1.0,32.1,135.6,164.3,Tipo-B,Bruno,46.85
36.87,4.38,18.7,132.2,181.2,tipo a,Ana,38.4
36.84,4.62,28.1,168.6,261.7,TIPO C,Bruno,31.18
26.37,5.95,33.6,121.6,219.0,Tipo B,Bruno,33.94
32.42,4.82,23.8,170.9,209.6,Desconhecido,Ana,35.61
25.86,-1.0,40.1,193.5,285.3,,ana,44.99
33.24,5.15,42.3,156.5,207.2,Desconhecido,,54.89
31.62,5.97,23.6,9999.0,203.0,Desconhecido,Desconhecido,30.48
38.32,4.48,,9999.0,108.4,TIPO C,Carlos,45.62
30.26,5.36,15.7,186.4,113.9,tipo a,Carlos,31.5
26.76,5.43,42.2,128.5,101.5,Desconhecido,Carlos,45.57
27.14,5.21,17.5,161.5,282.6,TIPO C,Ana,37.15
36.42,4.18,15.0,197.9,181.7,Tipo B,Bruno,33.72
34.27,5.35,35.1,159.6,193.7,Tipo-B,,63.46
26.52,4.13,29.0,172.5,269.1,tipo a,,32.86
26.26,5.19,44.7,144.5,221.8,,Bruno,42.83
35.51,5.48,25.1,106.0,221.9,Tipo A,bruno,44.72
26.09,4.42,22.3,179.8,159.3,Desconhecido,,48.67
37.33,5.68,30.0,103.5,266.8,Tipo B,Bruno,40.94
35.59,4.06,28.4,170.1,133.2,Tipo B,ana,38.19
26.22,5.69,24.4,102.3,110.6,Tipo B,Desconhecido,32.42
26.27,4.92,37.0,186.2,138.3,Tipo-B,Carlos,40.93
,4.44,39.3,115.8,153.5,TIPO C,,39.91
30.61,4.27,42.7,151.4,156.5,Tipo C,ana,50.26
30.56,5.91,47.0,159.7,234.1,Desconhecido,ana,52.62
37.19,4.15,21.6,145.8,143.6,Tipo A,,28.14
39.21,4.4,37.8,134.1,235.3,Desconhecido,,46.4
39.79,4.7,26.2,146.8,118.2,tipo a,Desconhecido,33.88
,5.24,36.4,131.1,129.4,,Carlos,48.74
30.64,5.09,29.1,143.8,201.8,TIPO C,,40.29
26.25,4.25,47.8,135.9,284.4,Tipo B,Ana,52.66
36.66,4.58,38.2,156.6,271.9,,Desconhecido,52.92
33.38,4.48,46.3,123.8,293.8,Desconhecido,ana,59.52
31.36,4.43,42.1,198.9,230.1,Tipo-B,,52.43
38.6,4.82,44.5,150.1,235.2,Tipo B,Bruno,58.67
26.67,5.41,41.3,119.4,225.0,TIPO C,Carlos,56.17
32.39,4.43,28.5,147.7,224.6,tipo a,bruno,45.06
25.17,4.73,21.1,186.6,129.4,,Desconhecido,33.67
32.03,4.78,25.3,102.2,208.7,Tipo A,ana,37.63
25.84,5.95,12.7,168.0,177.2,Tipo B,Ana,20.28
26.78,5.91,30.9,154.8,188.5,Desconhecido,ana,35.09
26.76,5.6,30.2,117.0,204.7,Desconhecido,bruno,37.5
34.74,4.48,30.9,181.7,125.7,,,41.35
,4.14,47.1,136.9,171.9,Tipo-B,,63.16
33.75,4.63,44.8,129.4,112.7,,Ana,53.65
39.43,4.53,17.8,182.8,295.9,Tipo-B,Carlos,38.49
30.62,5.01,25.3,163.9,123.7,Tipo C,Desconhecido,43.23
29.29,5.56,27.3,189.8,,Tipo-B,Ana,39.52
38.03,5.72,25.0,163.0,278.3,Tipo C,bruno,38.96
28.35,5.69,40.7,174.1,196.5,Tipo A,ana,49.19
39.45,4.72,30.9,183.6,127.1,tipo a,bruno,47.54
25.18,5.37,32.6,105.5,176.8,Tipo C,Bruno,46.1
39.55,4.63,42.7,177.6,123.2,Tipo B,Ana,47.27
25.65,4.12,41.0,161.4,,TIPO C,Desconhecido,41.64
38.37,5.4,16.8,107.0,110.4,Desconhecido,Desconhecido,31.46
32.92,4.02,37.7,150.9,187.6,Tipo B,ana,50.13
39.89,4.82,27.7,108.2,261.3,Desconhecido,ana,46.43
26.11,4.66,22.6,173.6,217.2,tipo a,,35.03
33.31,-1.0,13.8,9999.0,221.3,,ana,35.25
39.54,5.53,29.5,195.4,140.1,Tipo-B,Bruno,41.16
32.85,4.61,24.8,118.3,168.8,TIPO C,bruno,46.01
34.44,5.62,21.1,160.6,269.0,Tipo B,ana,31.93
35.44,4.59,37.0,121.2,117.6,TIPO C,,37.75
31.82,4.89,39.7,161.4,271.6,Tipo C,Ana,53.06
34.41,-1.0,20.8,172.3,196.7,tipo a,ana,28.83
33.76,5.39,13.8,9999.0,267.4,Tipo B,bruno,28.77
38.52,5.97,42.6,181.5,163.6,Tipo-B,Ana,51.31
25.68,4.45,12.4,185.4,167.8,TIPO C,Ana,28.1
29.21,5.32,45.7,107.7,250.3,Tipo-B,Ana,56.52
39.26,5.22,34.6,134.3,257.0,TIPO C,bruno,41.38
38.35,5.83,23.6,168.7,145.9,Tipo B,ana,32.2
31.83,4.31,20.9,149.9,294.6,tipo a,bruno,51.72
34.3,-1.0,12.3,119.1,116.9,Tipo A,bruno,26.02
29.16,5.14,20.5,155.3,113.7,Tipo B,Carlos,24.55
27.82,-1.0,17.0,140.7,219.1,Tipo-B,,24.71
31.96,-1.0,,9999.0,244.5,Tipo A,bruno,42.28
30.3,4.67,18.0,181.0,292.2,,Bruno,33.72
33.75,5.16,31.0,140.8,181.0,tipo a,,48.71
26.17,5.78,33.2,102.6,105.1,Tipo-B,Carlos,46.19
39.62,-1.0,22.7,105.8,220.6,tipo a,Ana,34.1
39.79,5.26,13.3,185.6,157.9,TIPO C,ana,30.0
35.47,5.04,13.3,196.1,186.6,Tipo B,Desconhecido,32.68
33.04,4.1,12.9,168.8,197.7,tipo a,ana,24.33
29.64,4.47,,136.4,112.9,Tipo-B,Carlos,51.29
37.21,4.98,23.4,193.9,197.2,Tipo B,,52.59
35.27,4.62,40.7,166.3,185.3,Desconhecido,Carlos,51.2
27.44,4.36,27.5,184.4,242.5,Tipo-B,,40.22
38.66,5.01,28.3,176.6,229.1,Tipo-B,,41.36
37.34,4.65,30.5,137.9,137.0,Desconhecido,Ana,44.66
39.25,4.52,37.7,147.9,141.2,Desconhecido,bruno,43.91
35.89,4.93,21.8,118.6,150.2,Tipo A,bruno,31.04
34.2,4.27,16.4,129.2,135.8,Tipo C,Carlos,20.77
31.27,5.86,32.0,9999.0,231.4,tipo a,bruno,46.42
38.99,5.74,23.8,189.4,298.9,tipo a,Carlos,47.69
37.99,5.42,27.9,172.4,230.4,Tipo A,ana,48.34
25.68,4.21,35.3,146.5,221.3,,Desconhecido,42.27
25.4,5.55,29.8,108.7,182.0,TIPO C,ana,35.25
30.65,-1.0,34.3,105.7,162.5,,Desconhecido,41.39
37.16,5.54,31.6,137.4,282.2,tipo a,Ana,39.69
39.81,4.23,38.6,146.4,293.8,Desconhecido,Bruno,55.44
27.26,5.29,37.4,160.9,199.4,,Bruno,50.82
33.91,5.67,31.2,100.6,158.0,Tipo A,ana,35.16
30.71,5.15,36.4,199.0,254.0,tipo a,bruno,43.39
39.55,5.29,43.4,136.4,126.5,tipo a,Bruno,46.92
37.63,4.92,27.6,184.8,253.1,Tipo-B,Desconhecido,42.51
37.57,5.06,26.9,9999.0,263.8,Tipo A,Ana,42.3
32.03,4.07,,113.0,125.0,Desconhecido,Desconhecido,45.25
,5.28,33.0,179.8,295.4,TIPO C,,38.71
29.1,4.16,14.6,171.0,297.1,tipo a,Carlos,25.25
25.85,-1.0,44.1,152.7,287.3,TIPO C,bruno,47.19
37.97,4.59,13.1,151.5,199.2,Tipo C,bruno,34.78
37.19,5.09,38.9,108.7,149.2,Tipo A,Bruno,43.84
40.0,4.27,39.3,9999.0,216.4,Tipo A,Carlos,51.55
39.95,5.38,46.3,191.1,184.0,Tipo A,Bruno,54.38
33.33,5.59,13.9,109.3,141.2,Desconhecido,,26.66
36.53,4.33,33.5,126.4,184.7,,Bruno,48.96
39.17,4.21,27.4,190.2,232.8,Desconhecido,Bruno,36.5
37.74,4.29,23.9,128.4,114.2,Tipo-B,Carlos,23.73
28.71,5.75,15.3,165.4,166.7,,Bruno,21.44
31.76,5.06,32.3,153.5,103.6,Tipo A,,44.61
26.94,4.93,29.2,159.6,249.9,Tipo-B,bruno,34.0
39.31,4.21,15.8,141.6,228.1,Desconhecido,Bruno,28.97
34.09,5.3,34.0,130.0,112.5,Tipo C,Carlos,46.25
28.43,5.74,38.6,104.9,292.9,Tipo B,Carlos,49.04
35.08,5.66,39.6,174.4,104.5,Tipo-B,Desconhecido,54.11
34.27,5.25,44.6,9999.0,218.0,tipo a,Bruno,57.18
30.37,4.15,26.7,167.1,255.3,Tipo A,Carlos,32.34
26.7,4.22,46.3,164.4,257.6,,ana,59.45
35.07,4.1,43.2,9999.0,106.9,Tipo B,Bruno,44.45
32.8,4.51,22.7,102.2,281.3,Tipo-B,Ana,32.24
36.58,4.27,17.7,9999.0,283.7,,bruno,34.84
,4.52,27.7,149.1,212.3,,bruno,41.29
37.78,4.77,26.5,9999.0,196.4,TIPO C,ana,47.91
33.28,5.89,32.7,110.2,109.0,Desconhecido,Bruno,37.13
33.41,5.22,33.0,106.3,212.4,TIPO C,,45.21
38.15,5.67,39.0,134.9,181.9,tipo a,bruno,46.12
31.05,5.42,30.4,180.5,254.6,Tipo B,bruno,50.74
27.01,4.23,15.8,191.9,180.8,Tipo C,,30.83
25.43,5.47,42.9,189.7,236.7,Tipo-B,Ana,56.29
36.33,4.55,23.2,192.0,120.3,TIPO C,bruno,32.59
34.3,5.28,47.0,190.8,126.6,TIPO C,bruno,52.94
35.56,4.68,16.2,152.7,127.9,Tipo-B,Carlos,33.26
28.19,6.0,46.5,121.9,109.1,TIPO C,bruno,54.95
27.05,4.53,15.3,179.8,208.3,Tipo C,Bruno,34.15
25.22,4.56,20.3,121.4,258.8,,bruno,38.57
30.26,5.86,13.7,126.7,222.1,TIPO C,Bruno,33.24
33.85,4.05,,123.3,215.0,Tipo-B,bruno,49.06
30.88,5.39,42.6,151.5,236.1,Tipo A,Bruno,51.6
31.56,5.45,27.6,132.2,167.9,TIPO C,bruno,32.91
38.56,5.67,45.4,115.4,172.4,Tipo-B,ana,42.83
30.22,5.95,33.3,145.3,162.9,,Bruno,41.39
,5.95,34.7,187.4,242.4,,bruno,48.89
36.75,4.13,42.4,157.1,132.3,Tipo A,,37.05
30.95,5.64,22.7,187.8,102.6,TIPO C,Ana,29.15
34.33,5.29,24.8,9999.0,219.2,TIPO C,Carlos,32.78
37.94,5.29,44.6,9999.0,288.5,Tipo-B,Carlos,53.87
39.24,4.26,44.4,157.6,221.9,tipo a,Carlos,55.1
27.21,5.3,47.2,146.3,256.6,tipo a,,58.38
38.9,5.96,44.5,9999.0,234.6,Tipo B,Carlos,47.33
32.38,5.82,16.6,179.5,199.5,tipo a,,32.8
28.87,4.88,41.7,175.1,243.7,Tipo C,Ana,43.51
31.89,4.08,26.8,194.2,264.8,,ana,43.36
39.7,4.72,47.7,139.8,144.9,Tipo B,ana,54.68
32.39,5.65,29.0,120.6,167.2,,Ana,32.87
29.93,5.4,31.9,9999.0,,tipo a,bruno,38.26
34.5,4.92,31.1,111.1,190.4,Tipo A,Ana,36.75
28.6,4.11,23.6,9999.0,277.0,Desconhecido,Carlos,34.25
,4.85,14.7,120.8,169.0,Tipo-B,,29.86
26.93,4.94,44.2,139.7,174.9,,ana,55.04
26.92,5.86,40.9,111.1,272.1,tipo a,Desconhecido,43.06
27.28,5.28,17.0,103.2,203.1,Tipo A,bruno,35.55
27.08,4.62,40.0,165.7,207.1,Desconhecido,Bruno,47.37
34.61,5.05,34.5,161.0,272.2,Tipo B,ana,53.61
27.73,4.13,26.7,9999.0,198.1,Tipo-B,Carlos,35.57
30.19,5.95,21.1,166.0,236.3,,,31.89
38.45,4.72,43.0,111.4,117.1,tipo a,ana,54.8
32.11,4.96,37.2,129.1,135.7,Tipo B,,47.51
35.01,4.71,31.7,113.0,180.9,,Carlos,40.01
27.58,5.37,33.9,184.3,199.0,tipo a,Carlos,49.45
27.88,5.32,15.3,174.7,293.1,Tipo B,ana,25.74
25.61,5.43,29.1,120.2,294.1,,ana,41.02
27.53,4.54,19.0,134.1,270.2,tipo a,ana,34.1
29.18,4.63,19.5,196.7,163.1,Desconhecido,Ana,38.81
27.66,4.25,35.8,159.4,292.8,Tipo A,ana,49.64
26.33,5.31,44.8,180.1,237.9,Tipo C,,50.77
26.81,4.08,26.5,126.5,178.6,Desconhecido,Bruno,34.25
31.91,5.2,19.5,121.0,240.3,,bruno,33.14
28.1,5.74,35.4,178.4,103.3,Tipo A,Carlos,51.5
30.46,5.78,43.4,168.6,129.2,Tipo-B,ana,52.78
32.55,4.9,38.9,168.1,265.9,tipo a,Bruno,55.12
35.36,4.92,43.3,155.3,229.1,Tipo C,Desconhecido,52.28
25.59,4.15,31.3,156.4,172.8,Desconhecido,,32.72
36.99,5.34,39.1,173.6,200.1,Tipo C,ana,46.34
34.42,5.64,17.0,127.0,281.0,Tipo-B,Ana,37.2
26.23,4.49,24.5,135.3,226.3,,Carlos,30.91
38.1,4.84,26.0,187.2,179.6,Tipo-B,Bruno,58.08
38.81,5.68,30.4,130.9,124.1,Tipo C,,40.32
25.92,5.75,45.4,154.6,158.7,Tipo-B,ana,51.01
29.15,4.49,43.5,170.3,295.7,Tipo-B,Bruno,53.42
37.09,5.1,16.8,9999.0,187.5,,Carlos,36.22
36.22,4.38,18.2,143.5,194.4,tipo a,Bruno,27.36
27.77,4.2,24.9,142.8,199.7,Tipo A,Bruno,35.7
28.14,5.82,22.5,184.3,276.8,TIPO C,,35.91
30.56,5.64,34.1,180.6,220.8,,ana,42.92
32.27,5.52,44.5,173.1,238.7,Tipo B,ana,62.44
34.27,4.1,46.6,146.3,177.9,,,44.51
,5.69,,132.4,105.8,Tipo C,bruno,35.15
31.94,4.88,42.2,160.9,,Tipo B,Ana,55.82
36.21,-1.0,30.9,187.6,289.8,Tipo C,bruno,45.51
25.55,5.09,19.5,188.4,289.8,Tipo C,Ana,28.97
28.79,4.18,30.9,110.8,288.7,Tipo A,Ana,40.2
35.7,5.51,32.0,142.8,263.0,Desconhecido,bruno,49.32
38.43,5.16,38.7,146.5,236.9,Desconhecido,,42.96
32.68,4.37,,197.8,268.9,Tipo C,Carlos,39.26
32.98,4.38,25.3,167.8,220.1,Tipo C,,40.05
26.61,4.37,25.1,140.7,126.9,Tipo A,Bruno,32.82
31.71,4.11,46.5,102.6,178.2,Tipo-B,Desconhecido,51.72
32.99,5.18,28.0,156.5,294.3,Desconhecido,bruno,43.06
28.64,5.68,39.2,109.6,170.2,TIPO C,bruno,47.42
29.04,4.03,39.0,183.4,273.6,,Carlos,41.87
,-1.0,21.6,175.3,118.6,Tipo B,Bruno,38.28
25.3,5.15,32.6,146.1,166.8,Tipo C,ana,45.52
29.83,5.64,44.2,9999.0,170.2,Tipo A,,55.16
28.17,-1.0,29.1,9999.0,110.3,Tipo C,bruno,30.97
29.91,4.7,46.0,128.8,123.8,Desconhecido,Desconhecido,57.08
26.8,5.19,19.7,124.9,138.6,Tipo A,Bruno,28.71
38.36,4.55,14.7,193.9,267.6,Tipo B,bruno,36.98
33.9,4.05,44.1,180.9,112.7,tipo a,ana,41.04
35.19,5.47,42.5,182.1,159.7,Desconhecido,bruno,49.05
36.84,5.25,47.7,119.5,102.0,Tipo-B,ana,59.18
32.48,5.16,36.5,114.3,239.1,,Ana,48.72
26.3,-1.0,45.7,102.6,224.1,,Ana,44.15
33.06,5.35,41.8,123.7,229.0,tipo a,bruno,53.65
33.8,4.41,42.4,177.4,174.9,Tipo A,Carlos,47.45
,4.7,32.5,124.0,141.7,Tipo C,Ana,42.43
31.47,4.25,25.8,172.9,244.1,Tipo-B,bruno,32.29
26.91,4.26,45.6,125.2,262.2,Desconhecido,ana,51.72
,5.35,27.6,139.5,127.7,Tipo B,Bruno,42.96
30.45,5.72,31.4,198.3,197.4,,,46.79
34.69,5.93,28.1,124.5,149.7,Desconhecido,ana,33.47
33.56,5.26,32.3,137.6,133.6,TIPO C,Desconhecido,42.74
30.34,4.37,28.9,130.1,246.9,Tipo-B,Ana,31.35
39.8,4.21,13.7,9999.0,207.6,,,36.89
34.09,5.63,43.8,149.0,143.2,Tipo C,,51.47
28.56,5.16,28.0,137.9,162.0,,,41.37
26.53,5.24,33.2,169.5,293.3,,bruno,44.39
27.29,5.56,17.0,181.8,269.7,tipo a,Ana,27.9
28.69,5.41,12.1,154.4,276.0,Tipo A,ana,24.78
27.41,5.67,20.8,103.2,192.0,tipo a,ana,32.76
27.8,4.11,37.4,161.9,224.8,Desconhecido,Bruno,52.46
29.28,5.5,15.6,105.5,175.4,Tipo-B,Carlos,25.98
,5.7,44.7,161.6,115.5,TIPO C,bruno,55.22
38.45,4.57,19.7,168.5,180.2,Tipo C,Bruno,41.2
26.2,5.28,19.4,9999.0,218.8,Tipo A,Desconhecido,28.99
32.87,4.63,18.5,181.9,157.4,Tipo C,bruno,39.24
31.16,5.92,12.5,191.1,269.6,Tipo C,Desconhecido,33.27
39.74,4.07,39.8,181.3,130.2,TIPO C,Carlos,39.57
26.68,-1.0,43.5,130.5,173.4,Tipo-B,bruno,52.39
30.97,4.33,34.1,158.7,125.0,tipo a,bruno,49.27
39.54,5.42,18.8,191.5,181.0,Tipo C,,31.16
37.98,4.35,22.3,132.1,107.9,Desconhecido,Bruno,29.32
37.26,-1.0,29.1,182.0,154.5,Desconhecido,Ana,44.1
28.87,4.99,46.4,100.9,180.1,Tipo C,bruno,59.04
27.56,5.83,20.9,100.4,195.6,Tipo C,Carlos,24.51
35.03,4.42,38.3,176.0,208.7,Tipo A,bruno,41.41
38.94,4.29,27.8,176.1,155.0,Tipo C,bruno,39.74
33.35,5.52,22.7,178.9,204.6,Desconhecido,bruno,34.16
33.57,5.0,28.4,193.0,201.8,Tipo C,,34.19
29.2,5.82,14.6,111.8,163.2,,bruno,22.97
36.54,4.29,40.8,123.2,266.0,,Carlos,52.03
27.81,5.29,20.8,190.4,209.1,Tipo-B,Bruno,43.56
29.86,4.47,38.1,117.7,166.5,Desconhecido,Ana,47.82
31.38,4.31,14.5,168.2,289.5,Tipo C,Carlos,34.19
32.61,5.37,46.4,153.0,269.0,TIPO C,Carlos,49.34
28.64,5.19,18.9,108.3,296.5,,Desconhecido,31.32
26.72,5.51,43.8,128.5,238.4,TIPO C,Ana,48.01
34.16,4.62,41.1,152.0,175.6,Desconhecido,,52.1
29.33,4.9,46.8,9999.0,156.2,Tipo C,Bruno,56.94
33.72,4.81,29.2,170.8,232.7,TIPO C,ana,47.51
27.32,5.97,38.2,162.2,296.2,Tipo-B,Bruno,45.21
32.22,4.58,25.3,149.6,225.3,Tipo A,ana,35.59
32.99,4.59,18.6,129.9,276.3,TIPO C,Desconhecido,39.53
25.78,4.71,28.0,111.9,165.8,Desconhecido,Desconhecido,39.7
30.05,5.13,18.0,140.9,181.4,TIPO C,,34.58
27.02,4.5,47.4,9999.0,281.3,tipo a,Carlos,51.41
25.95,5.83,15.5,121.1,251.4,Tipo-B,Bruno,32.48
39.85,4.53,33.2,143.2,296.3,TIPO C,ana,41.27
29.84,5.79,34.6,141.9,255.0,Tipo A,Bruno,47.55
,4.21,31.4,104.4,189.7,tipo a,ana,46.28
28.82,5.31,35.8,158.9,,Desconhecido,Bruno,40.49
35.22,5.81,16.2,155.0,280.1,Desconhecido,Carlos,28.62
36.4,4.34,32.0,107.8,210.3,Tipo C,ana,36.36
33.93,5.94,22.3,194.3,151.1,Tipo-B,Bruno,38.03
32.07,4.91,45.8,109.9,187.1,,bruno,39.45
31.18,5.89,39.4,185.5,203.3,TIPO C,Desconhecido,48.77
30.23,5.35,47.0,100.0,119.3,Tipo C,,47.41
38.94,4.6,13.4,188.2,248.8,Tipo-B,Desconhecido,28.41
37.46,4.38,22.3,102.0,121.9,Desconhecido,ana,25.6
,-1.0,19.0,175.8,181.0,tipo a,Desconhecido,32.33
26.86,4.19,12.4,136.2,260.9,TIPO C,,32.23
35.96,4.29,20.7,173.8,193.5,Desconhecido,Desconhecido,32.21
39.08,4.21,36.4,140.2,268.4,,bruno,50.38
27.72,4.85,20.3,9999.0,168.4,Tipo A,Ana,25.71
,5.59,30.3,176.8,291.5,,Bruno,45.62
36.12,4.28,44.0,107.1,141.9,Tipo-B,ana,53.79
33.62,4.26,37.0,192.2,107.7,Desconhecido,Desconhecido,45.52
37.63,5.29,26.2,105.1,274.5,Desconhecido,Bruno,41.56
27.1,4.39,25.4,147.9,250.4,,Bruno,37.51
36.93,4.2,28.4,172.3,146.4,Tipo A,bruno,36.09
28.02,4.33,18.4,139.3,296.9,,,26.96
27.45,5.85,34.8,121.7,200.5,,Bruno,45.55
27.46,5.64,25.1,175.9,290.2,Tipo C,,44.7
37.22,4.71,42.7,178.4,201.0,Desconhecido,Desconhecido,54.79
34.98,5.31,39.2,192.3,194.4,Tipo C,ana,54.35
32.85,5.07,34.0,137.6,189.8,tipo a,Bruno,50.66
30.38,5.35,25.1,150.6,167.0,tipo a,bruno,35.24
38.16,5.37,19.6,136.3,206.7,Tipo B,ana,35.37
30.89,5.26,39.9,125.7,190.5,Tipo B,ana,51.39
37.25,4.53,29.5,175.1,107.3,tipo a,ana,53.73
31.59,4.08,20.1,134.0,152.1,TIPO C,Desconhecido,34.86
30.65,4.91,19.0,142.8,142.6,,bruno,33.74
31.94,5.78,18.0,140.4,273.5,Tipo C,Carlos,28.72
29.52,5.14,40.0,171.3,219.8,Tipo A,Ana,48.79
36.21,5.66,20.2,191.8,252.7,Desconhecido,Bruno,40.28
32.54,5.98,31.0,166.7,291.4,,Bruno,44.64
28.48,4.33,28.3,147.2,228.8,Desconhecido,Bruno,35.16
38.49,5.38,32.9,177.9,296.5,tipo a,,54.53
,5.35,43.6,164.1,162.4,,Carlos,57.78
33.15,-1.0,43.2,106.1,137.3,TIPO C,ana,47.39
38.6,5.97,28.2,109.6,180.7,,ana,40.75
34.36,5.37,12.6,103.8,194.2,Tipo A,,24.66
26.75,4.49,27.4,145.7,279.1,Tipo B,Ana,33.68
39.1,5.6,33.8,182.6,212.0,Tipo A,bruno,49.45
34.42,4.21,32.1,131.3,158.4,tipo a,Carlos,37.9
30.02,5.56,35.4,138.4,248.5,Tipo C,Carlos,47.69
27.09,5.82,17.5,190.9,201.2,,Desconhecido,28.07
36.91,4.77,35.3,183.7,132.4,tipo a,ana,53.17
34.3,5.26,18.6,166.5,215.4,Desconhecido,Carlos,34.2
33.0,4.86,39.0,126.7,282.3,Desconhecido,Carlos,39.42
38.41,4.88,24.2,111.7,268.5,Tipo-B,Bruno,37.66
36.83,4.62,37.6,101.6,217.4,TIPO C,,48.3
27.28,5.52,13.7,110.7,175.4,TIPO C,ana,16.92
29.68,5.87,26.7,129.3,117.4,TIPO C,Desconhecido,26.83
28.73,5.88,37.4,155.2,193.9,Tipo-B,bruno,43.24
36.16,4.35,20.2,106.4,250.4,Tipo-B,Ana,39.25
25.5,5.75,40.6,113.6,172.1,Tipo C,bruno,47.56
33.55,5.47,34.7,118.1,147.1,TIPO C,Desconhecido,43.83
36.44,4.51,33.2,163.2,286.3,tipo a,Bruno,42.32
38.15,4.13,24.7,161.6,264.3,Tipo-B,Ana,34.92
30.13,4.54,29.4,155.1,227.7,tipo a,bruno,43.71
37.32,5.82,33.5,125.1,127.4,Tipo B,ana,44.37
26.66,5.27,29.0,137.1,129.0,TIPO C,ana,41.92
37.7,5.44,37.1,109.7,120.6,Tipo-B,Ana,52.96
26.91,4.51,27.6,122.6,223.3,Tipo-B,Ana,34.53
30.96,-1.0,19.3,189.8,123.1,Tipo C,Ana,35.49
36.96,4.06,19.7,198.0,268.5,tipo a,Carlos,38.82
27.25,4.75,12.2,164.8,298.6,Tipo C,Desconhecido,24.34
28.44,5.25,22.8,191.7,173.3,Tipo C,ana,32.6
35.83,4.29,,164.3,190.7,tipo a,ana,52.75
35.8,5.65,40.6,103.3,242.3,Tipo B,Desconhecido,49.25
,4.47,19.3,199.7,287.4,tipo a,Bruno,32.11
35.41,5.3,46.5,109.9,278.8,Tipo B,ana,50.82
33.14,4.81,30.1,168.3,111.5,Tipo C,bruno,35.48
28.78,5.19,45.0,125.3,133.8,Tipo B,Bruno,48.48
30.19,4.21,37.4,139.2,250.9,TIPO C,,40.16
27.72,4.03,38.0,9999.0,237.8,Tipo B,,45.09
38.63,-1.0,15.1,143.6,126.6,,bruno,42.05
33.75,4.54,19.9,125.1,200.4,Tipo B,Ana,35.97
31.01,5.64,12.3,9999.0,256.2,,ana,32.52
31.93,6.0,37.8,134.2,143.8,Tipo-B,bruno,46.08
39.21,4.42,24.4,195.9,274.3,Tipo-B,bruno,33.52
27.3,4.53,40.3,9999.0,110.6,Desconhecido,Ana,47.74
33.79,5.33,24.2,145.9,256.4,Tipo C,,34.93
32.59,5.93,41.5,120.0,223.2,tipo a,Bruno,43.7
34.17,5.83,16.7,181.1,163.0,Tipo B,bruno,30.4
25.27,5.01,18.2,115.7,244.2,TIPO C,ana,32.86
38.08,5.59,24.3,121.0,256.5,Tipo-B,Bruno,37.24
38.98,4.27,26.7,136.6,286.8,tipo a,Bruno,45.55
33.48,5.95,24.6,188.0,173.6,TIPO C,Desconhecido,37.82
35.45,5.93,39.5,113.2,237.2,Tipo B,,49.0
38.84,4.33,15.5,112.2,220.5,tipo a,ana,31.3
35.61,4.6,24.6,149.4,205.0,Desconhecido,ana,45.29
27.29,4.2,42.1,9999.0,278.1,,Ana,44.03
33.64,4.54,14.4,156.9,100.6,,Ana,26.23
34.1,5.63,45.9,145.2,156.4,TIPO C,Carlos,51.41
31.36,4.76,47.5,143.5,,Tipo A,ana,56.92
36.05,4.18,15.2,9999.0,135.7,TIPO C,,31.99
,4.68,22.5,9999.0,281.6,TIPO C,Bruno,35.66
38.88,5.96,25.4,182.1,229.5,Tipo B,Carlos,44.53
31.76,5.26,40.0,188.6,195.6,,ana,45.21
26.7,4.83,33.5,123.5,262.9,tipo a,Ana,45.6
39.77,4.33,35.2,111.3,190.2,Tipo B,,48.23
37.58,5.97,39.3,105.3,211.7,Tipo B,Ana,47.49
26.87,5.64,16.2,160.8,100.6,Tipo A,ana,30.1
38.81,4.56,42.0,9999.0,173.1,Desconhecido,Carlos,52.83
38.05,4.14,37.4,137.3,127.8,TIPO C,Ana,48.09
32.78,4.11,32.8,168.0,237.9,tipo a,Ana,55.18
33.87,4.24,44.0,171.3,195.8,Desconhecido,Desconhecido,56.7
30.99,5.16,37.2,193.5,160.4,Tipo C,bruno,44.94
25.82,5.86,19.3,106.5,193.6,Tipo-B,ana,26.54
30.03,4.99,27.5,119.2,141.9,Desconhecido,Desconhecido,43.65
37.04,5.69,,106.9,285.0,Tipo B,,40.06
25.07,4.89,14.0,186.8,110.8,Tipo B,bruno,35.71
30.0,5.42,46.4,179.3,273.1,,ana,58.28
30.97,5.46,16.6,157.5,202.3,Tipo B,Desconhecido,24.29
33.06,4.35,37.1,108.4,223.8,Tipo B,Desconhecido,49.82
38.8,4.72,30.2,127.3,160.5,Tipo-B,ana,32.64
30.2,5.27,12.9,129.8,293.3,Tipo C,Bruno,26.67
30.2,4.14,45.3,156.1,156.4,Tipo A,Carlos,54.73
,4.72,42.7,125.8,217.8,Tipo C,ana,42.85
31.78,5.07,30.9,107.3,298.7,Tipo-B,Desconhecido,52.21
28.37,5.99,20.2,173.1,276.2,tipo a,Bruno,36.86
31.79,4.95,16.4,129.9,207.3,Tipo A,Desconhecido,26.07
